index,patent_id,name
625,7818180,Personalization software for implanted medical device patients
626,7818031,"Method for storing MMS (multimedia messaging service) related information, related method for accessing MMS-related information, related storage medium, related apparatus and related software programs"
627,7817151,Hardware corrected software vertex shader
628,7815852,"Method, apparatus and software program for measurement of a parameter relating to a heart-lung system of a mammal"
629,7814561,Managing device access in a software partition
630,7814537,"Method, software program, and system for managing access to information and the transfer thereof"
631,7814495,On-line replacement and changing of virtualization software
632,7814481,Method and system for minimal disruption during software upgrade or reload of a network device
633,7814480,Control software updating technique for a network apparatus
634,7814477,Packaging system for customizing software
635,7814476,Systems and methods for updating software
636,7814463,User interface debugger for software applications
637,7814460,Hierarchical modular software packages and associated development tool
638,7814433,Heterogeneous content channel manager for ubiquitous computer software systems
639,7814368,Adjusting threshold for software error reset attempts to be commensurate with reserve power
640,7814335,System and method for installing system manufacturer provided software
641,7813964,Click and run software purchasing
642,7813958,"Method, system, and software for geographically focused network advertising"
643,7813944,Detection of insurance premium fraud or abuse using a predictive software system
644,7813831,Software architecture system and method for operating an appliance in multiple operating modes
645,7811414,Method and system in a paper machine and software product
646,7810090,Grid compute node software application deployment
647,7810088,Apparatus and method for performing a fail-safe over-the-air software update in a mobile station
648,7810085,Removal of unnecessary read-to-update upgrades in software transactional memory
649,7810082,System and method for transforming generic software code into operator specific code
650,7810080,Automated safe secure techniques for eliminating undefined behavior in computer software
651,7810070,System and method for software testing
652,7809927,Computation parallelization in software reconfigurable all digital phase lock loop
653,7809903,Coordinating access to memory locations for hardware transactional memory transactions and software transactional memory transactions
654,7809648,System and method for software licensing
655,7809602,Computer-implemented system and method for measuring and reporting business intelligence based on comments collected from web page users using software associated with accessed web pages
656,7809583,License activation for preloaded software
657,7809565,Method and apparatus for improving the transcription accuracy of speech recognition software
658,7809547,Host computer system emulating target system legacy software and providing for incorporating more powerful application program elements into the flow of the legacy software
659,7809410,Power management system for SCA based software defined radio and related method
660,7809135,System and method for protecting computer software from a white box attack
661,7808899,"Method, apparatus and software program for extending the flow of information when transmitting a message"
662,7807916,Method for generating music with a website or software plug-in using seed parameter values
663,RE41757,Sound source system based on computer software and method of generating acoustic waveform data
664,7805733,Software implementation of hardware platform interface
665,7805722,"Software install program product, installation method, and software install system"
666,7805716,"Method for executing a first software program, developed for a stored-program controller, on a computer"
667,7805706,Process for optimizing software components for an enterprise resource planning (ERP) application SAP on multiprocessor servers
668,7805702,Collaborative development environments for software
669,7805616,Generating and interpreting secure and system dependent software license keys
670,7805299,Method and apparatus for improving the transcription accuracy of speech recognition software
671,7805282,"Process, software arrangement and computer-accessible medium for obtaining information associated with a haplotype"
672,7804978,"Method and device for reading digital watermark, computer software package and corresponding storage means"
673,7804827,"Method for ensuring adequacy of transmission capacity, terminal employing the method, and software means for implementing the method"
674,7802258,Interface between computer software modules
675,7802250,Support for transitioning to a virtual machine monitor based upon the privilege level of guest software
676,7802247,Method and system for restoring software
677,7802246,Systems and methods that facilitate software installation customization
678,7802245,Methods and apparatus for performing in-service upgrade of software in network processor
679,7802232,Software robustness through search for robust runtime implementations
680,7802230,Heterogeneous software integration systems and methods
681,7802228,Systems and methods for varying software build properties using primary and supplemental build files
682,7802197,Adaptive systems and methods for making software easy to use via software usage mining
683,7802170,Unified stopping criteria for binary and duobinary turbo decoding in a software-defined radio system
684,7802145,Approach for facilitating analysis of computer software errors
685,7802106,Method and system for guaranteeing the integrity of at least one software program which is transmitted to an encryption/decryption module and recording media for implementing same
686,7802087,Universal method for submitting gaming machine source code software to a game certification laboratory
687,7802059,Object based conflict detection in a software transactional memory
688,7801963,Method for monitoring distributed software
689,7801947,Software deployment system and method
690,7801841,"Method, system and software arrangement for reconstructing formal descriptive models of processes from functional/modal data using suitable ontology"
691,7801740,"Software device to facilitate creation of medical records, medical letters, and medical information for billing purposes"
692,7801593,"System, software, and method for detection of sleep-disordered breathing using an electrocardiogram"
693,7801476,Software signal receiver
694,7798903,System and method for accessing system software in a gaming console system via an input device
695,7797756,System and methods for managing software licenses in a variable entitlement computer system
696,7797693,NAND mobile devices capable of updating firmware or software in a manner analogous to NOR mobile devices
697,7797689,Using file access patterns in providing an incremental software build
698,7797675,Categorical approach for implementing a software component development architecture
699,7797671,Layered object based software architecture for statechart-centric embedded device controllers
700,7797669,Analysis of distributed software systems via specification substitution
701,7797638,Application of metadata to documents and document objects via a software application user interface
702,7797591,"Semiconductor integrated circuit, design support software system, and automatic test pattern generation system"
703,7797588,Mechanism to provide software guaranteed reliability for GSM operations
704,7797540,Predictive support system for software
705,7797372,Serving software applications from servers for client computers
706,7797354,Method and system for managing documents for software applications
707,7797353,Method and system for enhancing software documentation and help systems
708,7797284,Dedicated software thread for communicating backup history during backup operations
709,7796753,Digital anti-counterfeiting software method and apparatus
710,7793283,"Communication terminal software updating method, communication terminal, and software updating method"
711,7793280,Method and arrangement for installing a software module in a device
712,7793269,Parallel software testing based on a normalized configuration
713,7793267,Computer software test coverage analysis
714,7793263,Decision support tool for interleaving review software testing
715,7793262,Method and apparatus for facilitating software testing and report generation with interactive graphical user interface
716,7793258,Software development using visual interfaces
717,7793257,Technique for automating code generation in developing software systems
718,7793155,Automated software testing via multi-channel remote computing
719,7793136,Application management system with configurable software applications
720,7793114,Method for forecasting risks associated with software packages
721,7793004,Computer peripheral device implemented as optic storage device or/and removable disk by software emulation and implementing method thereof
722,7792941,Method and apparatus to determine hardware and software compatibility related to mobility of virtual servers
723,7792912,"Product, method and system for managing multiple user IDS in instant messaging or email computer software applications"
724,7792772,Method and system for optimizing configuration classification of software
725,7792522,Software key control for mobile devices
726,7792266,Software program and method for reducing misdirected calls to a select destination
727,7791559,System and method for multiple display support in remote access software
728,7788685,Software RASP parser for a PVR-enabled set-top system
729,7788674,"Computer software framework for developing secure, scalable, and distributed applications and methods and applications thereof"
730,7788649,Method and software for processing server pages
731,7788634,Methods and systems for efficient behavior generation in software application development tool
732,7788632,Methods and systems for evaluating the compliance of software to a quality benchmark
733,7788536,Automated detection of problems in software application deployments
734,7788418,Measurement or protective device with independent software modules
735,7788380,"Load balancing method and apparatus, and software streaming system using the same"
736,7788350,Software distribution application supporting operating system installations
737,7788325,"Email address identifier software, method, and system"
738,7788207,Systems and methods for integrating educational software systems
739,7788181,Software licensing using certificate issued by authorized authority
740,7788068,Transferring load information and result information between analysis and design software
741,7788043,"Methods, software arrangements and systems for aligning sequences which utilizes non-affine gap penalty procedure"
742,7787968,"Safe PLC, sequence program creation support software and sequence program judgment method"
743,7786902,"Circuits, architectures, systems, methods, algorithms and software for conditional modulation coding"
744,7784046,Automatically boosting the software content of system LSI designs
745,7784037,Compiler implemented software cache method in which non-aliased explicitly fetched data are excluded
746,7784035,Method for the static analysis of concurrent multi-threaded software
747,7784029,Network service for modularly constructing a software defined radio
748,7784028,Method for multi-standard software defined radio base-band processing
749,7783981,Computer peripheral product and method of branding utility software associated with same
750,7783928,Description of activities in software products
751,7783886,Multi-level boot hierarchy for software development on an integrated circuit
752,7783878,Methods for decoupling hardware settings from software
753,7783752,Automated role based usage determination for software system
754,7783678,"Method for automating software manufacturing process based on user interface form design, and computer readable medium recording computer executable instruction for performing the same"
755,7783619,Methods and software for analysis of research publications
756,7783469,Methods and computer program products for benchmarking multiple collaborative services provided by enterprise software
757,7783467,Method for digital system modeling by using higher software simulator
758,7783428,"Methods, systems, and software for identifying functional biomolecules"
759,7779475,Software-based method for gaining privacy by affecting the screen of a computing device
760,7779429,Method and machine-readable medium for building distributed software
761,7779409,Device-to-device software distribution
762,7779401,Method and system for generating a reverse binary patch for undoing a software update
763,7779399,System and method for securing web application code and verifying correctness of software
764,7779394,Software self-defense systems and methods
765,7779386,Method and system to automatically regenerate software code
766,7779270,Software self-defense systems and methods
767,7779269,Technique for preventing illegal invocation of software programs
768,7779233,System and method for implementing a software-supported thread assist mechanism for a microprocessor
769,7779157,Recovering a blade in scalable software blade architecture
770,7779129,Method and system for improving the availability of software processes utilizing configurable finite state tables
771,7779062,System for preventing keystroke logging software from accessing or identifying keystrokes
772,7779029,"Method, software and device for effecting independently refreshable, markup language-based database queries and user interface screens"
773,7779027,"Methods, systems, architectures and data structures for delivering software via a network"
774,7778954,"Systems, methods, and software for presenting legal case histories"
775,7778928,Software distribution via a computer network connection
776,7778900,Method and software application for computer-aided cash collection
777,7778875,Systems and methods for generating advertiser recommendations from users of workflow software
778,7778866,Systems and methods for software development
779,7778453,Multi-modality method and software for representation and evaluation of extremity exposures of arthritis/arthrosis patients
780,7778415,Substitution cipher text-encoding and un-encoding software and method
781,7774820,Settop cable television control device and method including bootloader software and code version table for maintaining and updating settop receiver operating system software
782,7774779,Generating a timeout in a computer software application
783,7774775,Method and system for revising installation software
784,7774774,Software setup system
785,7774772,Method and apparatus to perform an application software migration
786,7774771,Method and system for managing and organizing software package installations
787,7774766,Method and system for performing reassociation in software loops
788,7774762,System including run-time software to enable a software application to execute on an incompatible computer platform
789,7774760,Tracing errors in software
790,7774754,System and method for software application development using virtual path mapping
791,7774752,Runtime services for network software platform
792,7774747,System and associated methods for software assembly
793,7774743,Quality index for quality assurance in software development
794,7774657,Automatically estimating correlation between hardware or software changes and problem events
795,7774628,Enabling/disabling power-over-ethernet software subsystem in response to power supply status
796,7774554,System and method for intelligent software-controlled cache injection
797,7774479,Display of software notes accessed by content recipient from content provider site
798,7774404,Managing software component versions within a service oriented architecture
799,7774147,Systems and methods for detecting and addressing data flaws in software artifacts
800,7773981,"Wireless communication apparatus, wireless communication network and software upgrading method"
801,7773546,System and method for a software-based TCP/IP offload engine for digital media renderers
802,7770230,System for dynamically encrypting content for secure internet commerce and providing embedded fulfillment software
803,7770168,Systems and methods for distributing software using nodes within a network group
804,7770167,Method and system for installing software
805,7770164,Software upgrades with centralized preparation
806,7770149,"Semiconductor device, system for performing data processing, and method for performing communication between software framework and plurality of software modules"
807,7770146,Computer software development incorporating core and compound services
808,7770074,Method and device for the fault-tolerance management of a software component
809,7770069,Controlling software failure data reporting and responses
810,7770065,File data restoring system and method of computer operating system and software thereof
811,7770055,Fast software fault detection and notification to a backup unit
812,7770029,Software protection using oblivious data structures
813,7770021,Authenticating software using protected master key
814,7770016,Systems and methods for watermarking software and other media
815,7770001,Process and method to distribute software product keys electronically to manufacturing entities
816,7769731,Using file backup software to generate an alert when a file modification policy is violated
817,7769665,Data transformation and display software
818,7769172,Methods and systems for secure distribution of subscription-based game software
819,7768861,Software refreshed memory device and method
820,7768502,"Method, apparatus, and software program for processing information"
821,7765592,"Changed file identification, software conflict resolution and unwanted file removal"
822,7765559,Apparatus and method for communicating between cellular modem software and application engine software of a communications device
823,7765535,Software development tool program
824,7765532,Inducing concurrency in software code
825,7765525,Operations manager infrastructure for dynamically updating software operational policy
826,7765519,Efficient builds for installation software
827,7765490,Method and system for software applications using a tiled user interface
828,7765436,Process for software support resource allocation based on analysis of categorized field problems
829,7765434,Resource efficient software tracing for problem diagnosis
830,7765410,System and method of aggregating the knowledge base of antivirus software applications
831,7765400,Aggregation of the knowledge base of antivirus software
832,7765360,Performing useful computations while waiting for a line in a system with a software implemented cache
833,7765291,Business process management/workflow automation software
834,7765094,Method and system for performance profiling of software
835,7765024,Methods and media for processing mailpiece information in a mail processing device using sorter application software
836,7764787,System and method for authenticating software using protected master key
837,7764632,Software bridge for multi-point multi-media teleconferencing and telecollaboration
838,7761921,Method and system of enabling a software option on a remote machine
839,7761906,Method and apparatus for spatially stationary software on mobile hardware
840,7761883,Mobile terminal apparatus and software install method
841,7761866,Software updating method and radio communication apparatus
842,7761851,Computer method and system for integrating software development and deployment
843,7761848,Code generator tool for building software applications with reusable components
844,7761817,Designing an ASIC based on execution of a software program on a processing system
845,7761745,Clustering process for software server failure prediction
846,7761556,Performance monitoring within an enterprise software system
847,7761496,"Methods of facilitating pipeline management, systems, and software"
848,7761492,Systems and processes for determining costs associated with internal software development
849,7761428,"System, method, and software for managing information retention using uniform retention rules"
850,7761354,Banking software design generator
851,7761306,icFoundation web site development software and icFoundation biztalk server 2000 integration
852,7761288,Polylingual simultaneous shipping of software
853,7761282,System and method to simulate conditions and drive control-flow in software
854,7759970,Hardware and software programmable fuses for memory repair
855,7757296,Method of managing software components that are integrated into an embedded system
856,7757290,Bypassing software services to detect malware
857,7757269,Enforcing alignment of approved changes and deployed changes in the software change life-cycle
858,7757234,Methods and software for a batch processing framework for wizard-based processes
859,7757226,Method and mechanism for performing a rolling upgrade of distributed computer software
860,7757224,Software support for dynamically extensible processors
861,7757211,Managed object member architecture for software defined radio
862,7757126,System and method for supporting software
863,7757097,Method and system for tamperproofing software
864,7756810,Software tool for training and testing a knowledge base
865,7756737,User-based method and system for evaluating enterprise software services costs
866,7756718,System and method for electronic software delivery and management through channel partners
867,7756505,Semiconductor integrated circuit and a software radio device
868,7756489,Software defined radio and library configuration therefor
869,7756307,"Method of, and software for, conducting motion correction for a tomographic scanner"
870,7756041,Embedded routing algorithms under the internet protocol routing layer of a software architecture protocol stack in a mobile Ad-Hoc network
871,7754473,"Temperature control of reaction vessel, system with reaction vessel, software product for system and use of system"
872,7752637,System and method for software component plug-in framework
873,7752618,Apparatus and method for remote DLL linking of software upgrades for a wireless mobile station
874,7752616,Update system capable of updating software
875,7752609,Software analysis framework
876,7752606,Software development tool using a structured format to generate software code
877,7752597,Layered software development and implementation using files
878,7752569,Software key labeling on software keyboards
879,7752530,Apparatus and method for a collision-free parallel turbo decoder in a software-defined radio system
880,7752502,Method and apparatus for testing software
881,7752350,System and method for efficient implementation of software-managed cache
882,7752255,Configuring software agent security remotely
883,7752240,Apparatus and program product for retrieving file processing software
884,7752228,"Methods, systems, and software applications for event based data processing"
885,7752164,Pre-defined hardware and software bundle ready for database applications
886,7752158,System and method for generating an adaptive software knowledge model incorporating new information with model dependency analysis
887,7752140,Software license distribution and bypassing
888,7752139,Method and system for managing software licenses and reducing unauthorized use of software
889,7752055,Systems and methods for determining a return on investment for software testing
890,7751986,"Methods, systems, and software for identifying functional biomolecules"
891,7751808,"Wireless communication apparatus, wireless communication network and software upgrading method"
892,7750848,Spread spectrum software receiver
893,7748043,"Method for authenticating, in particular, software components that can be loaded into a control unit of a motor vehicle"
894,7748006,Loading software on a plurality of processors
895,7747999,Software installation in a multi-chassis network device
896,7747995,Method and system for controlling software version updates
897,7747992,Methods and apparatus for creating software basic block layouts
898,7747988,Software feature usage analysis and reporting
899,7747987,System and method of analyzing risk in risk-based software testing
900,7747985,Conformance testing of multi-threaded and distributed software systems
901,7747562,Virtual multidimensional datasets for enterprise software systems
902,7747531,Method and system for delivery of secure software license information
903,7747452,Enforcement process for correction of hardware and software defects
904,7747422,Using constraint-based heuristics to satisfice static software partitioning and allocation of heterogeneous distributed systems
905,7747402,"Method, system and software application for electrochemical analysis"
906,7747393,"Methods, systems, and software for identifying functional biomolecules"
907,7747391,"Methods, systems, and software for identifying functional biomolecules"
908,7747010,Telephony software client application for handling the insertion and removal of logical audio devices
909,7746604,"Method, system, and computer software code for detection and isolation of electrical ground failure and secondary failure"
910,7744218,"Pupil position acquisition system, method therefor, and device containing computer software"
911,7743427,System for dynamically encrypting information for secure internet commerce and providing embedded fulfillment software
912,7743380,Monitoring clustered software applications
913,7743373,Method and apparatus for managing software catalog and providing configuration for installation
914,7743360,Graph browser and implicit query for software development
915,7743352,Computer implemented method of high-level synthesis for the efficient verification of computer software
916,7743228,Information processing apparatus and method for obtaining software processing log
917,7743185,"Method, system, and computer program product for dynamically selecting software buffers for aggregation according to current system characteristics"
918,7743182,Method and apparatus for synchronizing a software buffer index with an unknown hardware buffer index
919,7743149,SIP messages carrying executable computer software code
920,7743115,Software content downloading methods in radio communication networks
921,7743110,"System, method and software product for ordering image products over a communication network from a plurality of different providers having various business relationships, using images stored on a digital storage device"
922,7743063,Methods and systems for delivering software via a network
923,7743041,Data oriented navigation within software applications
924,7742992,Delivery of a secure software license for a software product and a toolset for creating the software product
925,7742939,Visibility index for quality assurance in software development
926,7742932,Hyper-fractionation of transmission history for medical diagnostic software
927,7742808,"Heart rate monitor, method and computer software product"
928,7742471,Methods and systems for routing packets with a hardware forwarding engine and a software forwarding engine
929,7742050,System and method for optimizing a graphics intensive software program for the user's graphics hardware
930,7739737,Method and apparatus to detect malicious software
931,7739725,Method and system to grant indefinite use of software options resident on a device
932,7739683,"Method and system for providing software maintenance service, and computer product"
933,7739680,Application server production software upgrading with high availability staging software
934,7739678,Managing updates in an object oriented software system
935,7739666,Analyzing software users with instrumentation data and user group modeling and analysis
936,7739661,Methods and systems for planning and tracking software reliability and availability
937,7739660,Code management in a distributed software development environment
938,7739653,Representing software development item relationships via a graph
939,7739517,Hardware-based authentication of a software program
940,7739514,Software application integrity verification method and device
941,7739511,Systems and methods for watermarking software and other media
942,7739282,Method and system for tracking client software use
943,7739256,Method for selling custom business software and software exchange marketplace
944,7739137,Project management software
945,7739050,Software-based quality control analysis of well log data
946,7735090,On demand software contract modification and termination in running component assemblies
947,7735080,Integrated system and method for the management of a complete end-to-end software delivery process
948,7735078,System and method for software patching for cross-platform products
949,7735069,Creating software debug breakpoints activated by specific call patterns
950,7735068,Automated relationship traceability between software design artifacts
951,7735064,Method and apparatus for evaluating software
952,7735062,Software development system and method
953,7735060,Method and system for rapidly developing and deploying sensor-enabled software applications
954,7735057,Method and apparatus for packaging and streaming installation software
955,7734921,System and method for guaranteeing software integrity via combined hardware and software authentication
956,7734763,Application for testing the availability of software components
957,7734717,Software distribution via peer-to-peer networks
958,7734557,"Methods, software, and systems for knowledge base coordination"
959,7734550,Method and system for identifying the controlling license for installed software
960,7734549,Methods and apparatus for managing secured software for a wireless device
961,7733064,Software based thermal charging regulation loop
962,7730542,Protecting software from unauthorized use by converting source code modules to byte codes
963,7730535,Constraint-based and attribute-based security system for controlling software component interaction
964,7730481,"Method, apparatus and system of anti-virus software implementation"
965,7730480,System and method for creating a pattern installation by cloning software installed another computer
966,7730461,Software tool configured to generate test cases characterized by a linear range of integral values
967,7730460,Code execution visualization using software fingerprinting
968,7730446,Software business process model
969,7730336,"Device having multiple graphics subsystems and reduced power consumption mode, software and methods"
970,7730287,Method and software for group floating-point arithmetic operations
971,7730286,Software assisted nested hardware transactions
972,7730246,Opportunistic transmission of software state information within a link based computing system
973,7730169,Business method and system for serving third party software applications
974,7730123,Software application implemented using services from a services repository generated using a target services roadmap
975,7730056,Software and method for utilizing a common database layout
976,7729799,Apparatus and methods for processing mailpiece information in a mail processing device using sorter application software
977,7729472,"System for analyzing the geometry of a radiation treatment apparatus, software and related methods"
978,7729264,System method and software for user customizable device insertion
979,7728723,Portable electronic device and computer software product
980,7728622,Software programmable logic using spin transfer torque magnetoresistive random access memory
981,7725891,Method for effecting changes in a software system landscape and computer system
982,7725888,Systems and methods for dynamically linking application software into a running operating system kernel
983,7725772,Generic template to autogenerate reports for software target testing
984,7725763,Functional continuity by replicating a software application in a multi-computer architecture
985,7725745,Power aware software pipelining for hardware accelerators
986,7725734,Mobile software terminal identifier
987,7725721,Method and system for transferring software and hardware feature licenses between devices
988,7725718,Authenticating images identified by a software application
989,7725707,"Server, VPN client, VPN system, and software"
990,7725662,Hardware acceleration for a software transactional memory system
991,7725644,Memory device and an arrangement for protecting software programs against inadvertent execution
992,7725396,Secure keys for software activation
993,7725303,"Device and method for checking railway logical software engines for commanding plants, particularly station plants"
994,7724946,Software carrier containing corrected blotches in component images
995,7724399,Method of downloading and installing a software object
996,7724110,Compact switchable filter for software-defined radio
997,7721332,Integrated software for managing add-ons
998,7721303,System for management of interactions between users and software applications in a web environment
999,7721272,Tracking file access patterns during a software build
1000,7721267,Efficient protocol for encoding software pipelined loop when PC trace is enabled
1001,7721264,Method and apparatus for storing and replaying creation history of multimedia software or other software content
1002,7721259,Configurable and customizable software application system and metadata
1003,7721257,Method for effecting software maintenance in a software system landscape and computer system
1004,7721253,Software development support system
1005,7721250,System and method for interactive and integrated software development process and phases
1006,7721218,Mechanism for intelligent user interface presentation of a software agent
1007,7721154,System and method for software run-time testing
1008,7721098,System and method for guaranteeing software integrity via combined hardware and software authentication
1009,7721082,"Method for advertising using the BIOS of a peripheral card, a software program based on the said method, and a hardware peripheral card using the said method and program"
1010,7720982,Computer architecture and software cells for broadband networks
1011,7720891,Synchronized objects for software transactional memory
1012,7720872,Software interface mapping tool
1013,7720575,Pipeline flow control optimization software methods
1014,7720506,System and method of providing antenna specific front ends for aviation software defined radios
1015,7720354,Embedded access information for digital versatile disc (DVD) independent of DVD player software
1016,7717190,"Method for controlling percussion device, software production, and percussion device"
1017,7716684,Software configuration methods and common presentation layer
1018,7716666,Accessing and loading software components of a development package on a computer while other software components of the package are loading
1019,7716659,Remote monitoring and software distribution system for servicing inserter systems
1020,7716649,Activity-based software traceability management method and apparatus
1021,7716643,Methods and apparatus for software profiling
1022,7716636,User interface for accessing and loading software components of a development set on a computer while other software components of the set are loading
1023,7716634,System and method for building and modifying software applications
1024,7716632,Automated software robot generator
1025,7716487,"License-based cryptographic technique, particularly suited for use in a digital rights management system, for controlling access and use of bore resistant software objects in a client computer"
1026,7716476,Selectively authorizing software functionality after installation of the software
1027,7716474,Anti-piracy software protection system and method
1028,7716463,Deploying and receiving software over a network susceptible to malicious communication
1029,7716423,Pseudo LRU algorithm for hint-locking during software and hardware address translation cache miss handling modes
1030,7716373,"Method, apparatus, and computer product for updating software"
1031,7716343,System and method for operating a networked software application on a network with sporadic connectivity
1032,7716151,"Apparatus, method and product for optimizing software system workload performance scenarios using multiple criteria decision making"
1033,7716119,Computer software and system for automatic stock dealings
1034,7716108,Software application portfolio management for a client
1035,7716072,Integrated medical software system
1036,7715061,Document routing method for utilizing paper medium to direct outcome of scanned documents and software therefor
1037,7715035,Generating a form for allowing handwritten interaction with computer software
1038,7714291,Method of and software for calculating a scatter estimate for tomographic scanning and system for tomographic scanning
1039,RE41297,Tone waveform generating method and apparatus based on software
1040,7712131,Method and apparatus for storage and use of diagnostic software using removeable secure solid-state memory
1041,7712091,Method for predicate promotion in a software loop
1042,7712083,Method and apparatus for monitoring and updating system software
1043,7712074,Automating interactions with software user interfaces
1044,7712073,Software development artifact creation tool
1045,7712049,Two-dimensional radial user interface for computer software applications
1046,7711928,Method and structure for explicit software control using scoreboard status information
1047,7711927,"System, method and software to preload instructions from an instruction set other than one currently executing"
1048,7711778,Method for transmitting software robot message
1049,7711775,Method and apparatus for managing software component downloads and updates
1050,7711688,Customization of process logic in a software system
1051,7711678,Software transaction commit order and conflict management
1052,7711581,Customizable handheld computer data collection and report generation software
1053,7711535,Simulation of hardware and software
1054,7711527,Translating objects between software applications which employ different data formats
1055,7710894,"Method, computer program product, and apparatus for automatically adapting hardware and software preferences based on a network connection"
1056,7710390,Method and software application for transmitting information remaining behind an obstacle located in front of the display to the user of a data processing device
1057,7708205,Digital image capture and processing system employing multi-layer software-based system architecture permitting modification and/or extension of system features and functions by way of third party code plug-ins
1058,7707646,Method for licensing and/or authorizing access to software modules in a switching device
1059,7707638,Autonomous software integrity checker
1060,7707588,Software application action monitoring
1061,7707573,Systems and methods for providing and installing software
1062,7707571,Software distribution systems and methods using one or more channels
1063,7707566,Software development infrastructure
1064,7707564,Systems and methods for creating network-based software services using source code annotations
1065,7707560,Analyzing software performance without requiring hardware
1066,7707557,"Execution of modified byte code for debugging, testing and/or monitoring of object oriented software"
1067,7707553,Computer method and system for automatically creating tests for checking software
1068,7707552,Method and system for autonomically prioritizing software defects
1069,7707551,Cross-platform software development with a software development peripheral
1070,7707549,Synchronicity in software development
1071,7707544,System and method for generating and reusing software application code with source definition files
1072,7707429,System and method to proactively detect software tampering
1073,7707409,Method and system for authenticating software
1074,7707196,Software-type platform dedicated to internet site referencing
1075,7707163,Software and metadata structures for distributed and interactive database architecture for parallel and asynchronous data processing of complex data and for real-time query processing
1076,7707115,Periodic software licensing system
1077,7706915,System and software of enhanced pharmacy services and related methods
1078,7705980,Method for correcting a spectral image for optical aberrations using software
1079,7703611,Targeted geographical condition notification of users based on a geographic location and device types or software of the users
1080,7703603,Expandable software packaging
1081,7703142,Software license authorization system
1082,7703107,Virtual machine interface for hardware reconfigurable and software programmable processors
1083,7703078,"Apparatus, methods and articles of manufacture for software demonstration"
1084,7703070,Method and system for assessing a software generation environment
1085,7703036,User interface for displaying selectable software functionality controls that are relevant to a selected object
1086,7702983,Scan compression architecture for a design for testability compiler used in system-on-chip software design tools
1087,7702966,Method and apparatus for managing software errors in a computer system
1088,7702960,Controlling software failure data reporting and responses
1089,7702906,Securing kernel metadata communication in environments employing distributed software services
1090,7702897,Method and system to quarantine system software and configuration
1091,7702891,Starting-up software modules for computing systems
1092,7702777,Centralized software maintenance of blade computer system
1093,7702725,"Digital object repositories, models, protocol, apparatus, methods and software and data structures, relating thereto"
1094,7702639,"System, method, software architecture, and business model for an intelligent object based information technology platform"
1095,7702529,Computerized method and system for estimating an effect on liability using claim data accessed from claim reporting software
1096,7702517,Active and contextual risk management using risk software objects
1097,7702499,Systems and methods for performing software performance estimations
1098,7702470,Software for the display of chromatographic separation data
1099,7702365,Multiple access wireless communication system using transmitter-receivers supported by remote software-configured signal processing devices
1100,7702322,Method and system for distributing and updating software in wireless devices
1101,7698713,Altered states of software component behavior
1102,7698686,Method and apparatus for performance analysis on a software program
1103,7698685,"Discovery, qualification, and activation of software add-in components"
1104,7698597,Method of isolating erroneous software program components
1105,7698419,Automatic tracking of usage of a software application having different versions
1106,7698391,Performing a provisioning operation associated with a software application on a subset of the nodes on which the software application is to operate
1107,7698249,System and method for predicting hardware and/or software metrics in a computer system using models
1108,7698089,Generation of software thermal profiles executed on a set of processors using processor activity
1109,7698019,System and software of enhanced pharmaceutical operations in long-term care facilities and related methods
1110,7697671,Enhanced-software defined data network
1111,7697641,Parallel DSP demodulation for wideband software-defined radios
1112,7697520,System for identifying the presence of Peer-to-Peer network software applications
1113,7694296,Preventing unauthorized installs and uninstalls of software modules
1114,7694292,System and method for reduction of wait time for software updates
1115,7694291,Build optimizer tool for efficient management of software builds for mobile devices
1116,7694272,"Method, a language and a system for the definition and implementation of software solutions by using a visualizable computer executable modeling language"
1117,7694184,Controlling software failure data reporting and responses
1118,7694183,Controlling software failure data reporting and responses
1119,7694181,Automated software testing framework
1120,7694114,Software selectable adjustment of SIMD parallelism
1121,7694022,Method and system for filtering communications to prevent exploitation of a software vulnerability
1122,7693872,Software web crowler and method therefor
