patent_id,name
454,Software entity for facilitating patent infringement
455,Software means for social media campaigns via highly constrained memory situations
456,Communications network server for immunizing software programs
457,High-tech handling loops in programs and examining feasible software behavior for implementing problem resolution in optimizing a software communications architecture (sca) framework
458,Innovative user interface for analyzing politics via complex software dependencies
459,Stack-based problem identification for scaling enterprise applications via complex software dependencies
460,High-tech generating options for the creation of a hybrid cycle simulation model
461,Innovative methods and systems for proving problem resolution in complex software dependencies
462,Scheduling technique for problem resolution in software identifier standards
463,"Application programming interface for revolutionizing a central software development system, social media for political campaigns, and  virtual environments via computers"
464,Innovative communications network server for withstanding immunization of software programs
465,"High-tech method and apparatus for optimizing transactional memory systems, multi-chassis network devices, and  software application deployments via mobile and desktop environments"
466,"Innovative methods and computer software applications for revolutionizing social media for political campaigns, an unsynchronized network, and  visual modeling of software via a central software development system"
467,Constraint injection system for optimizing synchonization software execution
468,Test automation method for proving patent infringement in flight control computers and social media for political campaigns
469,"Method of installing software for identifying historically related legal cases in analyzing malicious software campaigns, telecommunications networks, and  politics"
470,"User interface for enhancing flight control computers, virtual technology environments, and  social media campaigns via multiple display devices"
471,Industrial software licensing for robotic surgery
472,Software means for simulating a complex system
473,Efficient communications network arrangement for proving faults in an automation device in a monitored real-time software-reporting-application architecture
474,Tool memory-based software upgrades for restructuring transferring data
475,"Systems, methods and software arrangements for analyzing automatically tracking errors in improving wireless networks, mobile devices, and  network processors"
476,User interface for scaling video game environments via computers
477,"Industrial method, system and software product for robotic surgery"
478,"Innovative system, method, and software for proving transferring data"
479,High-tech methodology for restructuring issued responses to directives in merging software configurations and dynamic magnetic resonance breast imaging
480,Innovative method of installing software for restructuring synchonization software execution
481,"High-tech systems, methods and software programs for analyzing multiple interface access to software services"
482,Innovative stack-based problem identification for testing software
483,Handling loops in programs and examining feasible software behavior for improved software localization in scaling a monitored real-time software-reporting-application architecture
484,High-tech software defined radio for a software project system
485,Method and system to remotely enable software-based options for enhancing flight control computers via government law enforcement
486,Industrial methodology for software-defined radio systems and highly constrained memory situations via video game environments
487,Communications network server for multiple interface access to software services
488,Industrial tool memory-based software upgrades for providing service integration frameworks
489,Methods and computer software applications for transactional memory systems and visual modeling of software via virtual environments
490,High-tech computing machine using software objects for transferring data
491,Efficient handling loops in programs and examining feasible software behavior for an unsynchronized network and computer software libraries via mobile and desktop environments
492,Efficient software entity for improving virtual technology environments via computers
493,High-tech computer software implemented framework for optimizing multi-node software systems
494,Application programming interface for instrumenting interfaces in analyzing video game environments
495,Software means for virtual environments via video game environments
496,Communications network server for transferring data in video game environments
497,Software defined radio for facilitating service integration frameworks in a monitored real-time software-reporting-application architecture
498,Innovative software model for protection of voice over internet protocol software in virtual technology environments
499,Industrial tools and techniques for withstanding multi-node software systems in scaling video game environments
500,Innovative software for protection of voice over internet protocol software in politics and tomographic scanning
501,Method and system to remotely enable software-based options for coordinating test-based software in revolutionizing complex software dependencies
502,Devices systems and methods for optimizing teletherapy via politics
503,"Methods, systems and media for improving politics via multiple display devices"
504,Method for restructuring immunization of software programs
505,"Systems, methods and software programs for monitoring faults in an automation device in mobile and desktop environments"
506,User interface for improving portable devices via graphical user interfaces
507,"Software model for analyzing software modules, security modules, and  social media for political campaigns via an unsynchronized network"
508,"Apparatus, system, and method for a provider-tenant environment via wireless networks"
509,One click conditional formatting method for transferring data
510,Parallel software for withstanding multi-node software systems
511,Method and software tools for a software project system in visual modeling of software and a provider-tenant environment
512,"Systems, methods and software programs for automatically tracking errors in analyzing politics"
513,"Generating options for transferring data in optimizing computer software libraries, social media, and  risk-based software testing"
514,High-tech software for withstanding multi-node software systems
515,"High-tech software systems and methods for enhancing enterprise applications, multiple display devices, and  computers via teletherapy"
516,"System and methods for documenting test-based software in improving wireless networks, a central software development system, and  computer software libraries"
517,Industrial user interface for scaling social media via telecommunications networks
518,"Apparatus, system, and method for an unsynchronized network via software application deployments"
519,Innovative reusable application software for security modules via a central software development system
520,Innovative method and system to remotely enable software-based options for providing responses to directives
521,Parallel software for copyright enforcement in security modules
522,Handling loops in programs and examining feasible software behavior for software application deployments via security modules
523,Test automation method for enhancing virtual technology environments via risk-based software testing
524,Efficient communications network arrangement for automated identification of temporal patterns in computer software libraries
525,Communications network arrangement for problem resolution in virtual environments
526,Network for analyzing faults in an automation device
527,High-tech stack-based problem identification for analyzing flight control computers via software-defined radio systems
528,Efficient software architecture for capitalizing synchonization software execution
529,High-tech software architecture for visual modeling of software and enterprise applications via graphical user interfaces
530,Computer software implemented framework for software defined contexts via social media for political campaigns
531,Industrial devices systems and methods for learning behavior in software robots
532,Tools and techniques for facilitating issued responses to directives in risk-based software testing and dynamic magnetic resonance breast imaging
533,High-tech signed manifest for ad revenue
534,Communications network server for problem resolution
535,Innovative method and apparatus for a software project system
536,Efficient call-stack pattern matching for withstanding interactive television applications
537,Scheduling technique for learning behavior in software robots
538,Industrial apparatus and method for analyzing government law enforcement via social media for political campaigns
539,"Providing support for problem resolution in enhancing politics, transactional memory systems, and  an unsynchronized network"
540,High-tech tool memory-based software upgrades for instrumenting interfaces in social media campaigns
541,"System, method, and computer readable medium for revolutionizing malicious software campaigns, virtual environments, and  government law enforcement via security modules"
542,Innovative software entity for testing software in complex software dependencies and social media campaigns
543,"Method, system and program product for software-defined radio systems and politics via a provider-tenant environment"
544,"Method, system and software product for withstanding service integration frameworks in mobile devices"
545,High-tech terminal for revolutionizing tomographic scanning via computers
546,"Methods, systems, and software for government law enforcement via multiple display devices"
547,"Efficient systems, methods and software programs for optimizing graphical user interfaces via tomographic scanning"
548,"High-tech network for enhancing flight control computers, politics, and  a monitored real-time software-reporting-application architecture via a software communications architecture (sca) framework"
549,Innovative user interface for expanding the creation of a hybrid cycle simulation model
550,Efficient heads-up-display software development tool for synchronizing software execution
551,Innovative mechanism for improving visual modeling of software via a monitored real-time software-reporting-application architecture
552,"High-tech apparatus, system, and method for transferring data in revolutionizing portable devices, wireless networks, and  software defined contexts"
553,"Method and apparatus for capitalizing service integration frameworks in improving complex software dependencies, politics, and  a central software development system"
554,One click conditional formatting method for problem resolution in a central software development system
555,Handling loops in programs and examining feasible software behavior for transactional memory systems via risk-based software testing
556,Industrial terminal for implementing copyright infringement in mobile and desktop environments and politics
557,Tools and techniques for the creation of a hybrid cycle simulation model
558,Terminal for immunizing software programs in malicious software campaigns and enterprise applications
559,Innovative test automation method for proving copyright enforcement
560,"High-tech computer implemented method, system and computer program product for optimizing mobile and desktop environments via mobile devices"
561,Tool memory-based software upgrades for enhancing an unsynchronized network via computer software libraries
562,"Method, system and software product for simulating a complex system in social media for political campaigns"
563,Efficient architectures and algorithms for widening ad revenue in highly constrained memory situations
564,Software model for immunizing software programs in computer programming languages and merging software configurations
565,"Method, system and software product for a provider-tenant environment via computer programming languages"
566,Efficient system and software for virtual environments via an unsynchronized network
567,High-tech method and software tools for problem resolution
568,Network for matching multi-node software systems
569,Software means for automatically tracking errors in politics
570,High-tech reusable application software for scaling computers via multiple display devices
571,High-tech communications network server for facilitating faults in an automation device in complex software dependencies
572,Innovative devices systems and methods for proving improved software localization
573,Industrial heads-up-display software development tool for providing responses to directives in enhancing a software communications architecture (sca) framework
574,Efficient tool memory-based software upgrades for a software project system
575,Tools and techniques for automatically tracking errors
576,Efficient method of installing software for intelligent service pack installation
577,"Systems, methods and software programs for immunizing software programs in security modules and a central software development system"
578,Efficient methods and systems for enhancing mobile devices via a monitored real-time software-reporting-application architecture
579,Innovative computer software product for documenting identification of historically related legal cases
580,Efficient one click conditional formatting method for implementing automated identification of temporal patterns
581,Software entity for detecting malicious code
582,Reusable application software for documenting robotic surgery
583,High-tech software for documenting improved software localization
584,High-tech computer software implemented framework for selecting securities in enterprise applications
585,High-tech terminal for scaling malicious software campaigns via computers
586,"High-tech user interface for automatically tracking errors in enhancing software identifier standards, a software communications architecture (sca) framework, and  telecommunications networks"
587,Parallel software for enhancing multiple operating systems via risk-based software testing
588,Software means for enterprise applications and mobile and desktop environments via virtual technology environments
589,System and software for virtual environments via portable devices
590,"Handling loops in programs and examining feasible software behavior for testing software in scaling multiple operating systems, computer programming languages, and  government law enforcement"
591,"Industrial communications network server for enhancing software modules, risk-based software testing, and  software application deployments via a central software development system"
592,Efficient software defined radio for instrumenting interfaces in teletherapy and wireless networks
593,Software model for revolutionizing dynamic magnetic resonance breast imaging via mobile devices
594,Stack-based problem identification for providing responses to directives
595,Application programming interface for mobile devices and a central software development system via social media campaigns
596,Efficient parallel software for improving a monitored real-time software-reporting-application architecture via software modules
597,"Efficient methods and computer software applications for optimizing social media for political campaigns, politics, and  multiple operating systems via telecommunications networks"
598,Computing machine using software objects for documenting behavior in software robots
599,Network for proving automated identification of temporal patterns
600,"Apparatus and method for revolutionizing graphical user interfaces, flight control computers, and  visual modeling of software via dynamic magnetic resonance breast imaging"
601,"Computer implemented method, system and computer program product for optimizing patent infringement in virtual technology environments"
602,Innovative method and system to remotely enable software-based options for providing service integration frameworks in multi-chassis network devices
603,"Industrial method, system and computer program for computers and multi-chassis network devices via social media"
604,"Industrial systems, methods and software programs for revolutionizing software defined contexts via malicious software campaigns"
605,Industrial apparatus and method for scaling network processors via portable devices
606,"Innovative method, system and program product for optimizing an unsynchronized network via graphical user interfaces"
607,"Efficient parallel software for scaling social media campaigns, social media campaigns, and  software modules via social media"
608,User interface for intelligent service pack installation in dynamic magnetic resonance breast imaging
609,"High-tech signed manifest for revolutionizing malicious software campaigns, social media, and  dynamic magnetic resonance breast imaging via software identifier standards"
610,Innovative constraint injection system for restructuring interactive television applications in multiple display devices
611,Software architecture for simulating a complex system in a central software development system
612,"Industrial systems, methods and software arrangements for automated identification of temporal patterns"
613,Innovative reusable application software for revolutionizing network processors via multiple display devices
614,Computer software product for analyzing patent infringement in flight control computers
615,Parallel software for scaling malicious software campaigns via software defined contexts
616,Software entity for balancing the creation of a hybrid cycle simulation model
617,"Innovative system, method, and software for analyzing a monitored real-time software-reporting-application architecture via software identifier standards"
618,Innovative approach for improving malicious software campaigns via visual modeling of software
619,Reusable application software for analyzing intelligent service pack installation
620,"Methods, systems, and software for simulating a complex system in analyzing multiple operating systems, social media, and  multiple display devices"
621,"Apparatus, system, and method for proving instrumentation interfaces in security modules and graphical user interfaces"
622,"High-tech apparatus, system, and method for copyright enforcement in optimizing computer software libraries, flight control computers, and  tomographic scanning"
623,Industrial methods and computer software applications for scaling telecommunications networks via highly constrained memory situations
624,Method of installing software for selecting securities in software application deployments
625,Efficient software licensing for restructuring automated identification in software-defined radio systems
626,Software model for multiple interface access to software services in computer programming languages
627,Software architecture for widening the creation of a hybrid cycle simulation model
628,Industrial computer method and apparatus for optimizing politics via dynamic magnetic resonance breast imaging
629,Mechanism for improved software localization in enterprise applications
630,Constraint injection system for immunizing software programs
631,"High-tech apparatus and method for improved software localization in analyzing social media for political campaigns, a monitored real-time software-reporting-application architecture, and  multi-chassis network devices"
632,"Efficient software licensing for documenting instrumentation interfaces in improving social media for political campaigns, computer programming languages, and  highly constrained memory situations"
633,Methodology for robotic surgery in multiple display devices
634,Tools and techniques for visual modeling of software via software-defined radio systems
635,System and software for withstanding protection of voice over internet protocol software in revolutionizing multiple display devices
636,High-tech software for optimizing automatically tracking errors
637,High-tech tool memory-based software upgrades for complex software dependencies via highly constrained memory situations
638,"Industrial reusable application software for improved software localization in enhancing graphical user interfaces, software defined contexts, and  highly constrained memory situations"
639,High-tech parallel software for learning behavior in software robots
640,Software systems and methods for restructuring identification of historically related legal cases in computers
641,Innovative apparatus and method for proving instrumentation interfaces
642,Efficient one click conditional formatting method for revolutionizing a provider-tenant environment via a provider-tenant environment
643,Efficient call-stack pattern matching for matching multi-node software systems
644,Efficient application programming interface for proving a software project system
645,"Terminal for proving multi-node software systems in analyzing social media campaigns, politics, and  a provider-tenant environment"
646,Innovative software model for software application deployments via social media campaigns
647,Efficient providing support for virtual technology environments via social media campaigns
648,"Industrial method, system and program product for scaling software application deployments via virtual environments"
649,"Industrial systems, methods and software arrangements for matching multi-node software systems in enhancing multiple operating systems"
650,System for copyright enforcement
651,Industrial hardware acceleration for documenting multi-node software systems
652,Industrial call-stack pattern matching for selecting securities
653,Computer software product for problem resolution
654,High-tech mechanism for robotic surgery
655,Software architecture for protection of voice over internet protocol software in dynamic magnetic resonance breast imaging
656,Efficient test automation method for withstanding improved software localization in improving government law enforcement
657,Innovative methods and computer software applications for improved software localization in a central software development system
658,One click conditional formatting method for scaling social media via software modules
659,"Signed manifest for improving social media campaigns, teletherapy, and  teletherapy via video game environments"
660,Computer method and apparatus for proving automatically tracking errors
661,Heads-up-display software development tool for social media campaigns and dynamic magnetic resonance breast imaging via mobile devices
662,User interface for transferring data
663,"Methods, systems, and software for a software project system"
664,"Communications network server for improving risk-based software testing, social media for political campaigns, and  wireless networks via virtual environments"
665,High-tech call-stack pattern matching for facilitating automated identification in optimizing network processors
666,Approach for software identifier standards and social media for political campaigns via a provider-tenant environment
667,Industrial architectures and algorithms for withstanding complex systems in merging software configurations
668,Tool memory-based software upgrades for immunizing software programs
669,Efficient reusable application software for facilitating transferring data in multiple display devices
670,Apparatus and method for the creation of a hybrid cycle simulation model in highly constrained memory situations and a monitored real-time software-reporting-application architecture
671,Devices systems and methods for withstanding intelligent service pack installation
672,"Computer implemented method, system and computer program product for problem resolution"
673,Innovative method and system to remotely enable software-based options for capitalizing intelligent service pack installation
674,"Methods, systems and media for scaling computers via visual modeling of software"
675,Innovative reusable application software for capitalizing protection of voice over internet protocol software
676,Efficient reusable application software for coordinating copyright enforcement
677,"High-tech parallel software for optimizing flight control computers, a provider-tenant environment, and  electronic devices via flight control computers"
678,Efficient computing machine using software objects for automated identification
679,"Efficient methods, systems, and software for matching multi-node software systems"
680,Test automation method for learning behavior in software robots in multiple operating systems
681,Software entity for capitalizing immunization of software programs
682,Innovative computer method and apparatus for politics via flight control computers
683,Software means for optimizing software-defined radio systems via flight control computers
684,Innovative methods and apparatus for problem resolution
685,Computer software product for tomographic scanning via mobile devices
686,"Methods and computer software applications for scaling highly constrained memory situations, mobile and desktop environments, and  software modules via portable devices"
687,Industrial terminal for identifying historically related legal cases
688,High-tech software model for optimizing multiple operating systems via social media
689,Methods and computer software applications for coordinating test-based software
690,Computer method and apparatus for capitalizing instrumentation interfaces
691,High-tech network for restructuring patent infringement in malicious software campaigns and merging software configurations
692,"Method, system and program product for balancing robotic surgery"
693,Computing machine using software objects for transactional memory systems via risk-based software testing
694,Method and apparatus for matching multi-node software systems
695,High-tech signed manifest for transferring data in tomographic scanning
696,"High-tech computer implemented method, system and computer program product for ad revenue in scaling highly constrained memory situations"
697,"Handling loops in programs and examining feasible software behavior for improving mobile and desktop environments, risk-based software testing, and  computer software libraries via software defined contexts"
698,Industrial generating options for portable devices and mobile and desktop environments via a monitored real-time software-reporting-application architecture
699,"Method of installing software for optimizing problem resolution in improving flight control computers, multiple display devices, and  a central software development system"
700,Innovative call-stack pattern matching for synchronizing software execution
701,Architectures and algorithms for restructuring faults in an automation device
702,"Innovative method, system and computer program for optimizing the creation of a hybrid cycle simulation model in enterprise applications and an unsynchronized network"
703,Parallel software for a software communications architecture (sca) framework via graphical user interfaces
704,Efficient method of installing software for widening automatically tracking errors in optimizing network processors
705,High-tech communications network server for detecting malicious code in multiple operating systems
706,High-tech providing support for coordinating behavior in software robots in improving mobile devices
707,Software for an unsynchronized network via software modules
708,"Efficient parallel software for optimizing tomographic scanning, a monitored real-time software-reporting-application architecture, and  social media via computer software libraries"
709,High-tech devices systems and methods for wireless networks via software defined contexts
710,Innovative parallel software for proving robotic surgery
711,"High-tech system, method, and computer readable medium for mobile and desktop environments via enterprise applications"
712,"High-tech method, system and software product for transferring data in software-defined radio systems and network processors"
713,High-tech software model for optimizing social media via dynamic magnetic resonance breast imaging
714,Computer software product for documenting test-based software in revolutionizing multiple operating systems
715,Efficient application programming interface for immunizing software programs
716,"Systems, methods and software arrangements for software defined contexts via portable devices"
717,Innovative communications network server for widening automated identification of temporal patterns in social media for political campaigns
718,Innovative method and apparatus for optimizing copyright infringement in improving highly constrained memory situations
719,"Efficient methods, systems, and software for analyzing service integration frameworks"
720,Innovative reusable application software for video game environments via social media campaigns
721,"Constraint injection system for enhancing software modules, a central software development system, and  flight control computers via portable devices"
722,"Terminal for scaling an unsynchronized network, computer software libraries, and  security modules via flight control computers"
723,Mechanism for a monitored real-time software-reporting-application architecture via flight control computers
724,High-tech computer software product for monitoring faults in an automation device
725,"System, method, and computer readable medium for expanding behavior in software robots"
726,Computer method and apparatus for detecting malicious code
727,Method and apparatus for the creation of a hybrid cycle simulation model
728,Innovative computer software implemented framework for software identifier standards and merging software configurations via computer programming languages
729,"Method, system and software product for matching multi-node software systems"
730,"System, method, and computer readable medium for capitalizing identification of historically related legal cases in analyzing wireless networks, highly constrained memory situations, and  software modules"
731,Efficient parallel software for automated identification of temporal patterns
732,System for analyzing electronic devices via security modules
733,One click conditional formatting method for automated identification
734,High-tech test automation method for teletherapy via electronic devices
735,"Apparatus, system, and method for improved software localization"
736,"System, method, and software for synchronizing software execution"
737,Hardware acceleration for implementing detection of malicious code in virtual environments and multiple display devices
738,"Innovative tools and techniques for revolutionizing computers, a monitored real-time software-reporting-application architecture, and  tomographic scanning via enterprise applications"
739,High-tech one click conditional formatting method for revolutionizing a provider-tenant environment via software defined contexts
740,"High-tech systems, methods and software programs for mobile and desktop environments via computers"
741,Efficient tool memory-based software upgrades for simulating a complex system in visual modeling of software
742,Method and apparatus for documenting automated identification of temporal patterns in multiple display devices and a central software development system
743,"Computer implemented method, system and computer program product for restructuring interactive television applications"
744,"Method, system and computer program for learning behavior in software robots in revolutionizing dynamic magnetic resonance breast imaging, video game environments, and  mobile devices"
745,Innovative apparatus and method for video game environments via video game environments
746,Efficient communications network arrangement for withstanding robotic surgery in revolutionizing transactional memory systems
747,Industrial approach for ad revenue
748,Hardware acceleration for withstanding test-based software
749,Tool memory-based software upgrades for the creation of a hybrid cycle simulation model
750,Computer software implemented framework for problem resolution
751,High-tech methods and apparatus for coordinating complex systems
752,Efficient tools and techniques for problem resolution
753,Mechanism for generating interactive television applications in optimizing computer software libraries
754,"Method, system and computer program for improving software defined contexts, graphical user interfaces, and  a central software development system via software defined contexts"
755,"Innovative communications network server for improving an unsynchronized network, electronic devices, and  computer programming languages via software defined contexts"
756,"Systems, methods and software arrangements for intelligent service pack installation in social media campaigns and portable devices"
757,"Systems, methods and software arrangements for synchronizing software execution in improving multiple display devices"
758,"Method and apparatus for immunizing software programs in improving social media campaigns, software defined contexts, and  multi-chassis network devices"
759,Efficient tool memory-based software upgrades for widening faults in an automation device in computers
760,High-tech communications network server for problem resolution in graphical user interfaces
761,Industrial hardware acceleration for improving teletherapy via software-defined radio systems
762,Efficient one click conditional formatting method for analyzing software-defined radio systems via mobile devices
763,Innovative devices systems and methods for balancing intelligent service pack installation
764,"High-tech system, method, and computer readable medium for withstanding automated identification of temporal patterns"
765,Reusable application software for matching multi-node software systems in analyzing government law enforcement
766,Efficient system and methods for withstanding ad revenue
767,"Innovative methodology for scaling virtual technology environments, highly constrained memory situations, and  multiple operating systems via wireless networks"
768,Efficient software entity for restructuring problem resolution
769,Efficient generating options for copyright enforcement
770,Efficient tool memory-based software upgrades for software identifier standards via enterprise applications
771,"Method, system and computer program for ad revenue in telecommunications networks and computers"
772,High-tech architectures and algorithms for computer software libraries and tomographic scanning via politics
773,Stack-based problem identification for social media campaigns and virtual technology environments via mobile devices
774,Application programming interface for automated identification of temporal patterns
775,Software for optimizing computers via software identifier standards
776,User interface for transferring data
777,Software architecture for proving detection of malicious code
778,"High-tech methods and systems for identifying historically related legal cases in analyzing multiple operating systems, network processors, and  multiple operating systems"
779,Innovative software model for automated identification of temporal patterns
780,"Providing support for improved software localization in revolutionizing video game environments, tomographic scanning, and  computers"
781,"Efficient method, system and program product for instrumenting interfaces"
782,Terminal for an unsynchronized network via software application deployments
783,"Industrial apparatus, system, and method for analyzing risk-based software testing, multi-chassis network devices, and  a software communications architecture (sca) framework via security modules"
784,Innovative computer method and apparatus for software application deployments via social media for political campaigns
785,"Efficient apparatus, system, and method for optimizing test-based software"
786,Signed manifest for monitoring faults in an automation device in revolutionizing a provider-tenant environment
787,Software entity for problem resolution
788,High-tech system and methods for problem resolution in malicious software campaigns
789,Test automation method for ad revenue
790,Network for revolutionizing government law enforcement via multiple display devices
791,Industrial methods and computer software applications for immunizing software programs in analyzing computer programming languages
792,"Innovative software means for proving immunization of software programs in analyzing video game environments, multiple operating systems, and  social media for political campaigns"
793,Mechanism for optimizing ad revenue
794,Industrial methods and computer software applications for revolutionizing graphical user interfaces via mobile and desktop environments
795,Reusable application software for robotic surgery
796,High-tech methods and computer software applications for restructuring multiple interface access to software services
797,High-tech software licensing for copyright enforcement in analyzing software defined contexts
798,"Efficient systems, methods and software programs for providing responses to directives in revolutionizing graphical user interfaces"
799,Industrial computer software product for proving identification of historically related legal cases
800,High-tech software entity for providing responses to directives
801,Efficient application programming interface for automated identification in social media for political campaigns and a provider-tenant environment
802,Innovative methods and apparatus for enhancing wireless networks via a central software development system
803,Efficient methods and systems for problem resolution
804,Method and software tools for synthesizing detection of malicious code in electronic devices
805,High-tech signed manifest for virtual environments via transactional memory systems
806,Efficient application programming interface for analyzing automatically tracking errors in analyzing telecommunications networks
807,"Method, system and software product for documenting complex systems"
808,"High-tech software means for analyzing computer software libraries, complex software dependencies, and  computer software libraries via mobile devices"
809,Software licensing for balancing transferring data in analyzing software-defined radio systems
810,High-tech software licensing for synchronizing software execution
811,Handling loops in programs and examining feasible software behavior for software defined contexts via graphical user interfaces
812,"Efficient method, system and software product for dynamic magnetic resonance breast imaging via security modules"
813,Efficient computer software implemented framework for simulating a complex system
814,Computer software implemented framework for optimizing software-defined radio systems via social media
815,High-tech handling loops in programs and examining feasible software behavior for immunizing software programs
816,"High-tech methods, systems, and software for revolutionizing malicious software campaigns via a provider-tenant environment"
817,"High-tech methods, systems, and software for automated identification in social media for political campaigns"
818,High-tech tool memory-based software upgrades for expanding multi-node software systems in teletherapy and security modules
819,Innovative software for instrumenting interfaces in computer programming languages
820,Handling loops in programs and examining feasible software behavior for detecting malicious code
821,High-tech methods and computer software applications for synthesizing the creation of a hybrid cycle simulation model
822,Efficient computer software product for electronic devices via highly constrained memory situations
823,Devices systems and methods for synthesizing patent infringement in scaling malicious software campaigns
824,Efficient application programming interface for synthesizing automatically tracking errors
825,Software licensing for problem resolution
826,Methods and computer software applications for identifying historically related legal cases in social media for political campaigns and risk-based software testing
827,Signed manifest for protection of voice over internet protocol software
828,Tools and techniques for enhancing flight control computers via mobile devices
829,"Innovative generating options for identifying historically related legal cases in optimizing portable devices, software application deployments, and  social media"
830,Efficient scheduling technique for analyzing the creation of a hybrid cycle simulation model in enhancing mobile devices
831,Industrial mechanism for copyright enforcement
832,Innovative stack-based problem identification for telecommunications networks via enterprise applications
833,Efficient application programming interface for multiple interface access to software services
834,Industrial software means for withstanding improved software localization
835,"Industrial methods, systems, and software for scaling dynamic magnetic resonance breast imaging via mobile and desktop environments"
836,Industrial constraint injection system for capitalizing service integration frameworks
837,High-tech computer method and apparatus for optimizing synchonization software execution in enhancing software application deployments
838,Industrial methods and systems for coordinating test-based software in software defined contexts
839,Parallel software for improving a software communications architecture (sca) framework via merging software configurations
840,Computer software implemented framework for teletherapy and politics via virtual technology environments
841,Stack-based problem identification for transactional memory systems via a provider-tenant environment
842,"Methods, systems and media for balancing detection of malicious code in computers"
843,Innovative communications network arrangement for analyzing malicious software campaigns via social media for political campaigns
844,Innovative software systems and methods for robotic surgery
845,Software architecture for software defined contexts via risk-based software testing
846,High-tech system and methods for optimizing computer programming languages via security modules
847,"Industrial computing machine using software objects for documenting multiple interface access to software services in optimizing multi-chassis network devices, a provider-tenant environment, and  highly constrained memory situations"
848,Call-stack pattern matching for computer software libraries via malicious software campaigns
849,Methodology for social media for political campaigns via transactional memory systems
850,Communications network arrangement for automatically tracking errors in tomographic scanning and a provider-tenant environment
851,Architectures and algorithms for simulating a complex system in virtual technology environments
852,Efficient method and software tools for teletherapy via software-defined radio systems
853,Software entity for detecting malicious code
854,High-tech user interface for virtual environments and wireless networks via video game environments
855,Efficient parallel software for analyzing faults in an automation device
856,"Industrial system, method, and software for improving portable devices via virtual technology environments"
857,Heads-up-display software development tool for automated identification of temporal patterns in improving security modules
858,Providing support for proving interactive television applications in network processors
859,Innovative reusable application software for implementing test-based software in optimizing teletherapy
860,Providing support for highly constrained memory situations via software modules
861,Reusable application software for monitoring faults in an automation device
862,"Approach for intelligent service pack installation in enhancing video game environments, social media for political campaigns, and  video game environments"
863,Innovative tool memory-based software upgrades for problem resolution in revolutionizing graphical user interfaces
864,High-tech method of installing software for synthesizing intelligent service pack installation
865,Handling loops in programs and examining feasible software behavior for copyright enforcement in revolutionizing virtual environments
866,"Innovative system, method, and computer readable medium for intelligent service pack installation"
867,Stack-based problem identification for multiple interface access to software services
868,"Stack-based problem identification for improving software application deployments, computers, and  risk-based software testing via flight control computers"
869,Efficient stack-based problem identification for optimizing multi-node software systems
870,Innovative software and method for synchronizing software execution
871,Innovative software defined radio for teletherapy and a software communications architecture (sca) framework via multiple display devices
872,High-tech computing machine using software objects for protection of voice over internet protocol software
873,Mechanism for facilitating test-based software
874,Efficient system and methods for coordinating issued responses to directives
875,Methodology for restructuring behavior in software robots
876,Constraint injection system for analyzing automatically tracking errors in a provider-tenant environment
877,Innovative method and apparatus for facilitating identification of historically related legal cases
878,Application programming interface for implementing synchonization software execution in scaling dynamic magnetic resonance breast imaging
879,"Efficient method, system and computer program for restructuring issued responses to directives in enterprise applications"
880,Tools and techniques for withstanding intelligent service pack installation
881,"Efficient method, system and program product for multiple operating systems via virtual technology environments"
882,Methods and apparatus for revolutionizing complex software dependencies via dynamic magnetic resonance breast imaging
883,Stack-based problem identification for selecting securities
884,Stack-based problem identification for generating interactive television applications
885,"Innovative apparatus, system, and method for protection of voice over internet protocol software"
886,High-tech system and software for optimizing social media campaigns via multi-chassis network devices
887,Hardware acceleration for optimizing a monitored real-time software-reporting-application architecture via mobile devices
888,"Innovative methods, systems and media for synthesizing copyright enforcement in scaling telecommunications networks"
889,High-tech tool memory-based software upgrades for instrumenting interfaces
890,"Apparatus, system, and method for enhancing video game environments, computer programming languages, and  a central software development system via telecommunications networks"
891,"Efficient methods, systems, and software for providing responses to directives in telecommunications networks and a central software development system"
892,Efficient software and method for transferring data in enhancing mobile and desktop environments
893,One click conditional formatting method for instrumenting interfaces
894,Efficient application programming interface for analyzing security modules via graphical user interfaces
895,Innovative parallel software for synchronizing software execution
896,Efficient software and method for documenting detection of malicious code in revolutionizing transactional memory systems
897,Industrial scheduling technique for multiple operating systems and virtual environments via tomographic scanning
898,Apparatus and method for a software project system
899,Industrial user interface for optimizing a provider-tenant environment via tomographic scanning
900,High-tech devices systems and methods for copyright enforcement
901,"Industrial software and method for enhancing wireless networks, computer programming languages, and  mobile devices via computer programming languages"
902,Industrial computer software implemented framework for ad revenue
903,"Innovative computer implemented method, system and computer program product for synchronizing software execution in network processors and electronic devices"
904,Software architecture for withstanding automated identification of temporal patterns in enhancing risk-based software testing
905,Approach for an unsynchronized network via social media
906,"Industrial systems, methods and software arrangements for expanding copyright infringement"
907,"Methods, systems, and software for software application deployments via complex software dependencies"
908,Computer method and apparatus for electronic devices via mobile and desktop environments
909,High-tech method for revolutionizing computer software libraries via complex software dependencies
910,"System, method, and software for automatically tracking errors in improving software application deployments"
911,"High-tech systems, methods and software programs for enhancing visual modeling of software via multiple display devices"
912,"Computer implemented method, system and computer program product for matching multi-node software systems in scaling software defined contexts, risk-based software testing, and  government law enforcement"
913,Heads-up-display software development tool for analyzing visual modeling of software via a monitored real-time software-reporting-application architecture
